id,date,user,pc,activity
{P2N3-Z5VU82PG-1739QKMG},08/16/2010 11:13:50,DTAA/EDH0146,PC-3973,Connect
{N9J8-A2DL88LO-3863GKHK},08/16/2010 11:18:33,DTAA/OJH0425,PC-1730,Connect
{D8T7-Y6BG86KZ-7079FILC},08/16/2010 11:21:35,DTAA/LPG0099,PC-2359,Connect
{Q3O2-O5VX84NS-9209HXAK},08/16/2010 11:23:00,DTAA/LPG0099,PC-2359,Disconnect
{N5L8-W2YR60HR-8777JFXX},08/16/2010 11:25:53,DTAA/SJH0588,PC-2512,Connect
{G6S7-Q6BE30XG-3126MCFI},08/16/2010 11:27:46,DTAA/PIP0746,PC-0416,Connect
{U0N3-L8WT10IO-0630JSJP},08/16/2010 11:32:43,DTAA/ABB0272,PC-0726,Connect
{A4P8-Z4OH15HD-2756NABZ},08/16/2010 11:36:24,DTAA/AJC0266,PC-4661,Connect
{I6E6-Z9OE94AX-4761KHPK},08/16/2010 11:40:00,DTAA/ABB0272,PC-0726,Disconnect
{A8Z4-N8KW27PW-0432SYON},08/16/2010 11:55:53,DTAA/CVW0133,PC-0282,Disconnect
{J4G8-L2VB83QX-4016TDAV},08/16/2010 11:56:30,DTAA/DAV0579,PC-1701,Disconnect
{W3C2-Q2JE33TQ-5671BBNR},08/16/2010 12:15:25,DTAA/WDW0485,PC-3096,Connect
{L3G9-T2WJ98EK-6002SAWK},08/16/2010 12:22:33,DTAA/MZW0111,PC-0698,Connect
{X8B4-A5MP90SC-5872PAOX},08/16/2010 12:27:51,DTAA/EMZ0196,PC-1479,Disconnect
{J0S0-K9SL36SL-3906HXFJ},08/16/2010 12:31:02,DTAA/SDC0032,PC-3081,Connect
{T2T1-O5AJ15GT-1676EBLO},08/16/2010 12:34:17,DTAA/MMF0289,PC-1734,Connect
{A6Q3-J3BU20HT-1313MWTL},08/16/2010 12:36:48,DTAA/SKH0467,PC-1582,Connect
{C3E4-J9OD13XG-9929FNNK},08/16/2010 12:46:08,DTAA/ATJ0284,PC-4337,Disconnect
{D9Y7-X6WI38EQ-8305BHWY},08/16/2010 12:48:23,DTAA/MJM0228,PC-2127,Connect
{B9E5-Q7DG41GF-8876PVBX},08/16/2010 12:54:01,DTAA/DBB0235,PC-0309,Connect
{U4G2-B2LO15JA-3727DHZA},08/16/2010 12:55:09,DTAA/EDH0146,PC-3973,Disconnect
{B3B0-Z5KA38CF-2719ESFX},08/16/2010 13:09:51,DTAA/JZO0727,PC-2134,Connect
{R3N2-W9UQ73PN-5622FSTA},08/16/2010 13:12:40,DTAA/SLC0778,PC-3199,Disconnect
{V0T4-E5SQ10HW-2380KSFS},08/16/2010 13:15:32,DTAA/NNB0443,PC-4625,Disconnect
{W5S8-X5ZM41JA-0038XOVY},08/16/2010 13:17:36,DTAA/AJB0016,PC-1116,Connect
{X8N3-I3HX05PM-8655QPTA},08/16/2010 13:18:21,DTAA/JAM0392,PC-0209,Connect
{S2G6-V7IT18NR-4650CQXC},08/16/2010 13:22:12,DTAA/MJM0228,PC-2127,Disconnect
{C8M4-D3CB24YC-3718PFBC},08/16/2010 13:23:49,DTAA/RME0699,PC-2049,Connect
{F7P5-S5VY39TE-0066HGMQ},08/16/2010 13:26:06,DTAA/DIS0382,PC-2501,Connect
{U1F5-G8YF84TS-7294CROW},08/16/2010 13:32:04,DTAA/DIS0382,PC-2501,Disconnect
{E2F0-C7QH00ZN-7732YVGM},08/16/2010 13:32:50,DTAA/AFH0331,PC-0850,Connect
{O0O9-T0CW46HE-2858ISSG},08/16/2010 13:35:19,DTAA/CYK0330,PC-4246,Connect
{H7P4-E2TS98HR-8438ULEN},08/16/2010 13:36:04,DTAA/MJM0469,PC-1592,Disconnect
{B0X9-F4AC10SB-1515HXPA},08/16/2010 13:48:13,DTAA/CSC0297,PC-2848,Disconnect
{R7K6-H2IC92LB-5426ETJE},08/16/2010 13:56:40,DTAA/DFW0798,PC-3141,Connect
{B6G4-Y2GR40QL-0603ERLW},08/16/2010 13:57:28,DTAA/JMS0793,PC-3179,Connect
{P3M3-T0DK48PQ-3707FCZL},08/16/2010 13:58:14,DTAA/JZO0727,PC-2134,Disconnect
{T2R0-H5SR39LG-5004DMLH},08/16/2010 13:59:16,DTAA/YCV0635,PC-4928,Connect
{V8U6-U9OL69RA-3890LEPZ},08/16/2010 14:02:20,DTAA/JSB0493,PC-2493,Connect
{J7F3-Z2QI00JJ-4263POZW},08/16/2010 14:07:25,DTAA/CJW0317,PC-1900,Connect
{C0K9-Q5CV53BL-7983HRQH},08/16/2010 14:08:08,DTAA/CGM0343,PC-3039,Connect
{Y9P1-Z8RP69ZF-2475BGHV},08/16/2010 14:08:45,DTAA/XQW0354,PC-4067,Connect
{O6A0-X0YN54HH-8216RWTP},08/16/2010 14:10:20,DTAA/JAM0392,PC-0209,Disconnect
{H1H3-G1YT63AF-8546WJMZ},08/16/2010 14:14:29,DTAA/AJC0266,PC-4661,Disconnect
{V6B8-M9XM93DL-3815JVPA},08/16/2010 14:17:59,DTAA/HDR0261,PC-2506,Connect
{M2E3-E0OH58KC-5571XATT},08/16/2010 14:20:52,DTAA/TLB0017,PC-0053,Disconnect
{W3E7-X6QI04HJ-8887MSNV},08/16/2010 14:28:18,DTAA/SKH0467,PC-1582,Disconnect
{D3P0-W2MS54YZ-6517PDRD},08/16/2010 14:31:34,DTAA/VNM0127,PC-3456,Connect
{U9Y5-F9EE00DT-6192LNDR},08/16/2010 14:33:16,DTAA/YCB0005,PC-3392,Connect
{C0M6-Q0SP94MX-2068ZEGG},08/16/2010 14:37:00,DTAA/COS0121,PC-0462,Connect
{Z2Q5-L7OF88DH-1216BKXB},08/16/2010 14:37:51,DTAA/DFW0798,PC-3141,Disconnect
{I9C7-X8WP29MO-0680CZRC},08/16/2010 14:47:25,DTAA/SOM0478,PC-3348,Disconnect
{Q7N7-P3ZS08FA-6188IMSR},08/16/2010 14:50:20,DTAA/COS0121,PC-0462,Disconnect
{H5J5-X6QO57UL-3862CTHO},08/16/2010 14:51:55,DTAA/MZW0111,PC-0698,Disconnect
{T2I3-F5WA92ID-8029ZNHL},08/16/2010 14:58:58,DTAA/ARK0026,PC-2707,Connect
{X8N8-O6TP39ZO-8964YCSY},08/16/2010 15:00:15,DTAA/MMH0612,PC-2886,Connect
{G7V2-T7LV91ZN-5612PDTA},08/16/2010 15:03:58,DTAA/FFP0721,PC-0690,Disconnect
{H7C2-K2NQ27RM-8314PGXV},08/16/2010 15:05:41,DTAA/WDW0485,PC-3096,Disconnect
{O6N8-B7RH60PH-4075KDOX},08/16/2010 15:07:08,DTAA/EWR0504,PC-4580,Disconnect
{Y6Y7-R1SY94LY-4105NQGG},08/16/2010 15:08:06,DTAA/YCB0005,PC-3392,Disconnect
{X1D6-V7LW82NY-6809YRZU},08/16/2010 15:08:20,DTAA/MIK0034,PC-0845,Connect
{C4J3-M9UI59IR-9634NNVM},08/16/2010 15:09:12,DTAA/IKH0904,PC-3664,Connect
{S3G5-F5BO81NX-6905LVCU},08/16/2010 15:09:32,DTAA/RHP0688,PC-2436,Connect
{V4L6-D6DI93RR-3861FYXF},08/16/2010 15:10:26,DTAA/FDP0500,PC-4873,Disconnect
{Z4Z4-I9AC03PW-5780UUHT},08/16/2010 15:16:18,DTAA/BGF0236,PC-1848,Disconnect
{X9S0-S9SC72NS-7015WYTV},08/16/2010 15:18:46,DTAA/MIK0034,PC-0845,Disconnect
{J9X6-W7NF76IS-5371INEK},08/16/2010 15:22:37,DTAA/WMJ0364,PC-4532,Disconnect
{A7H6-X0BU74QD-7889CFCN},08/16/2010 15:23:49,DTAA/MXM0838,PC-4983,Disconnect
{F0L3-R2VE97WL-4154GAWO},08/16/2010 15:27:01,DTAA/BCJ0800,PC-2703,Connect
{W8R1-Z3TO23GM-9665CMIS},08/16/2010 15:32:43,DTAA/RHP0688,PC-2436,Disconnect
{R7Q1-W7NS81AN-4029QITD},08/16/2010 15:40:39,DTAA/JMS0793,PC-3179,Disconnect
{V0L8-M6MU91DL-9366UVMM},08/16/2010 15:42:15,DTAA/RBC0879,PC-1261,Connect
{T7H5-S3TB60LF-8797BQJQ},08/16/2010 15:42:43,DTAA/OYR0801,PC-0088,Disconnect
{T5U5-H3RC96WR-5392CELZ},08/16/2010 15:44:33,DTAA/HDR0823,PC-3236,Connect
{Z7Z8-T8AY21IQ-7197YTVX},08/16/2010 15:44:38,DTAA/KKW0676,PC-4445,Disconnect
{K0K7-I6OI74DN-8462QWWG},08/16/2010 15:50:53,DTAA/GRS0372,PC-2242,Connect
{Y3Z1-Z7SC62EH-2334INBS},08/16/2010 15:55:34,DTAA/CHA0174,PC-2751,Connect
{B5D4-X2IP69OC-2521IFGW},08/16/2010 15:56:03,DTAA/LTM0418,PC-4820,Connect
{T9M5-B3RW33BK-7936HFHP},08/16/2010 15:57:15,DTAA/GRS0372,PC-2242,Disconnect
{K4H4-P5GZ71PY-9218ZZFY},08/16/2010 16:06:33,DTAA/DBB0235,PC-0309,Disconnect
{T8K2-B4EY96HB-6707LWFH},08/16/2010 16:07:47,DTAA/JSB0493,PC-2493,Disconnect
{K4F6-Z7HL72TR-9593AAJC},08/16/2010 16:08:23,DTAA/AFH0331,PC-0850,Disconnect
{U6L7-E4EJ72KX-7796OHXS},08/16/2010 16:10:49,DTAA/CGM0343,PC-3039,Disconnect
{K7H9-E1OZ06RV-5332RULA},08/16/2010 16:17:30,DTAA/MMH0612,PC-2886,Disconnect
{J5U2-C3HW52RN-5605CEEK},08/16/2010 16:17:52,DTAA/BAF0379,PC-3645,Connect
{Z5G3-I9QU32BB-2965BHMH},08/16/2010 16:19:40,DTAA/BAF0379,PC-3645,Disconnect
{Q8D5-G5ZS89SE-5912AJAO},08/16/2010 16:23:03,DTAA/ESB0080,PC-2529,Connect
{S7D9-C8IW97IU-2005BCJD},08/16/2010 16:23:26,DTAA/KGS0398,PC-1620,Connect
{R1J7-V5WF35CV-8850LNXC},08/16/2010 16:27:20,DTAA/HCG0731,PC-4643,Connect
{D3W6-S9GO41OK-4422IARN},08/16/2010 16:27:44,DTAA/JLM0053,PC-1334,Connect
{M7I3-G1CT46TZ-5904PCTM},08/16/2010 16:27:47,DTAA/BCJ0800,PC-2703,Disconnect
{M0G8-K8XU15SO-1312VVQK},08/16/2010 16:35:52,DTAA/OJH0425,PC-1730,Disconnect
{Q3U1-T2XV22BM-4061HBDK},08/16/2010 16:36:19,DTAA/YCV0635,PC-4928,Disconnect
{E0U3-J5XP61TY-8160GNTQ},08/16/2010 16:38:19,DTAA/CHA0174,PC-2751,Disconnect
{Q7M1-H5EP62CW-8047GUCX},08/16/2010 16:38:26,DTAA/KBB0983,PC-2629,Disconnect
{Q4B7-N3PR17EU-1191CCQM},08/16/2010 16:43:10,DTAA/KGS0398,PC-1620,Disconnect
{U9L6-J8ZX34CX-5315WNDX},08/16/2010 16:44:12,DTAA/ESB0080,PC-2529,Disconnect
{Z8X8-Y8MT98WQ-2673ULFG},08/16/2010 16:54:01,DTAA/LTM0418,PC-4820,Disconnect
{H7R0-A6SB67KE-3768ADKV},08/16/2010 16:54:15,DTAA/LCK0666,PC-3245,Connect
{O0J0-J5IG40CT-9142FUAI},08/16/2010 16:57:06,DTAA/JLM0053,PC-1334,Disconnect
{B7Q8-R3LI35IN-8558ENTE},08/16/2010 17:09:30,DTAA/ARK0026,PC-2707,Disconnect
{U5X5-P4DO03PW-7665VQHA},08/16/2010 17:14:12,DTAA/RBC0879,PC-1261,Disconnect
{J2W3-Q9ID21LF-2211ZSFZ},08/16/2010 17:19:33,DTAA/HDR0823,PC-3236,Disconnect
{I3R0-V6SD37GY-7282BLBM},08/16/2010 17:23:27,DTAA/ASO0023,PC-3990,Connect
{S0A9-R3QC34WD-2031MQNP},08/16/2010 17:27:21,DTAA/CYK0330,PC-4246,Disconnect
{C0Z3-E0TV98HK-3219LQDD},08/16/2010 17:27:41,DTAA/ASO0023,PC-3990,Disconnect
{U1N4-B9OR40JH-4804KRPJ},08/16/2010 17:31:10,DTAA/HCG0731,PC-4643,Disconnect
{H4T9-T2SR89MQ-1841FPBH},08/16/2010 17:42:59,DTAA/MVW0630,PC-2005,Disconnect
{A3K2-A1LC52QR-6623THKY},08/16/2010 17:43:27,DTAA/SJH0588,PC-2512,Disconnect
{A7A2-B3SR34BV-2052BKCU},08/16/2010 17:58:45,DTAA/BPC0533,PC-1229,Connect
{V9P8-E6IN40ZG-2149UWER},08/16/2010 18:15:00,DTAA/CJW0317,PC-1900,Disconnect
{T6F4-F6WX17JV-9793RSPE},08/16/2010 18:19:54,DTAA/HDR0261,PC-2506,Disconnect
{X4E2-G5NN90NL-2913WFBL},08/16/2010 18:20:38,DTAA/LJR0772,PC-3780,Connect
{B6W0-U0VY49UI-6105LJXM},08/16/2010 18:20:53,DTAA/AMA0191,PC-4736,Connect
{I9Y0-S9UY88PI-1866UWNT},08/16/2010 18:23:55,DTAA/BPC0533,PC-1229,Disconnect
{V1V9-M1WX89WJ-7845PMKR},08/16/2010 18:26:16,DTAA/LJR0772,PC-3780,Disconnect
{R8W9-M6RF34DP-2470QSXZ},08/16/2010 19:05:47,DTAA/AMA0191,PC-4736,Disconnect
{E3M9-D8KR96XY-7749CAVJ},08/16/2010 19:13:21,DTAA/AJB0016,PC-1116,Disconnect
{L3A4-T8IT73PG-3824ORLG},08/17/2010 01:53:17,DTAA/JAH0544,PC-4081,Connect
{E9N7-X2PM40LQ-6341ATUO},08/17/2010 02:32:12,DTAA/JAH0544,PC-4081,Disconnect
{S8U3-P7JQ73QJ-2506KBUW},08/17/2010 03:58:08,DTAA/WTA0867,PC-1522,Connect
{D9V0-F5KU76SR-1222OJER},08/17/2010 05:20:29,DTAA/WTA0867,PC-1522,Disconnect
{P0B9-G4IE47JM-4148CFUS},08/17/2010 06:06:23,DTAA/MCF0427,PC-3754,Connect
{V4C9-M7GX24JU-5430APAE},08/17/2010 06:06:34,DTAA/MCF0427,PC-3754,Disconnect
{K4K7-T2IG33JZ-8858XXAD},08/17/2010 07:24:50,DTAA/RES0962,PC-3736,Connect
{T6F7-A7UL44PR-4640BPVQ},08/17/2010 07:27:18,DTAA/SEF0446,PC-2477,Connect
{Y3H1-S1TU83DW-3951BHLC},08/17/2010 07:29:09,DTAA/JNF0543,PC-1389,Connect
{Q6O4-W7II18BS-7339JCNK},08/17/2010 07:54:15,DTAA/FKR0550,PC-2469,Connect
{T9S7-P3QP59DO-2627IXHP},08/17/2010 08:00:59,DTAA/ARM0416,PC-1249,Connect
{C7I6-V9RE63SY-2802FYWR},08/17/2010 08:17:25,DTAA/PUH0847,PC-2550,Connect
{Z4M7-S4VS14ZJ-6189GAWH},08/17/2010 08:18:06,DTAA/YCB0005,PC-3392,Connect
{H5X5-Q6JN48OO-0145YHQI},08/17/2010 08:25:08,DTAA/JJR0278,PC-1005,Connect
{R1L4-S0AQ45YA-2578OILP},08/17/2010 08:31:41,DTAA/DBF0903,PC-2783,Connect
{K7V3-G5CF59PL-7596DAOZ},08/17/2010 08:32:57,DTAA/AMA0191,PC-4736,Connect
{R9I8-U2VD79LQ-3636LEPP},08/17/2010 08:37:30,DTAA/AFR0646,PC-0323,Connect
{Z6N3-U5OM76XC-3296NLIG},08/17/2010 08:41:41,DTAA/FDP0500,PC-4873,Connect
{H3N1-S3VT76UK-1620QSJZ},08/17/2010 08:42:57,DTAA/MMH0612,PC-2886,Connect
{H4X3-B2VC70QO-3543OFAG},08/17/2010 08:43:48,DTAA/DAV0579,PC-1701,Connect
{T0D7-B0PE84LA-2068QYZG},08/17/2010 08:48:28,DTAA/AGW0182,PC-4531,Connect
{R4Z6-P0WS62CJ-4417TCAM},08/17/2010 08:49:17,DTAA/AFR0646,PC-0323,Disconnect
{A3N5-G8FG09ES-8355VMFH},08/17/2010 08:50:57,DTAA/JMS0793,PC-3179,Connect
{Z1M2-B9MJ62JV-4002EYSU},08/17/2010 08:52:01,DTAA/WMJ0364,PC-4532,Connect
{U5I8-Q1ME02ON-3486IDFP},08/17/2010 09:00:30,DTAA/SCW0707,PC-1217,Connect
{U9P7-M1OZ44IL-9603VZFS},08/17/2010 09:03:17,DTAA/BCJ0800,PC-2703,Connect
{Y7B6-J4EZ77CZ-5379JMQH},08/17/2010 09:09:51,DTAA/BCJ0800,PC-2703,Disconnect
{Z2H2-S0VB25IP-5817LOWL},08/17/2010 09:11:53,DTAA/MIK0034,PC-0845,Connect
{G9Y4-P0FK98SY-7229MJXU},08/17/2010 09:12:10,DTAA/AJC0266,PC-4661,Connect
{A9E6-D8GF57BY-5243DIMJ},08/17/2010 09:15:05,DTAA/KSB0673,PC-0847,Connect
{P7J5-Q7CI56JZ-1652JOPR},08/17/2010 09:17:19,DTAA/SKW0871,PC-1529,Connect
{Q2O3-C2VZ82IP-5205UFHD},08/17/2010 09:18:55,DTAA/DCC0600,PC-4072,Connect
{I9K6-Z9OI96HM-5305JLBY},08/17/2010 09:25:05,DTAA/SJH0588,PC-2512,Connect
{L7T7-L1IS73CU-8225GKRD},08/17/2010 09:27:46,DTAA/PSP0555,PC-0017,Connect
{J7Y7-O8TI96PW-6057MMLI},08/17/2010 09:39:10,DTAA/JZO0727,PC-2134,Connect
{H3R9-V7KW60LN-2500PODB},08/17/2010 09:40:45,DTAA/SLC0778,PC-3199,Connect
{A3T6-D8IU05KH-6320OTCY},08/17/2010 09:45:22,DTAA/JMS0793,PC-3179,Disconnect
{F4Q8-J4PS56YT-2218FDMW},08/17/2010 09:50:10,DTAA/MCM0346,PC-2974,Connect
{C4X5-P1KA64DD-1334CVLY},08/17/2010 09:52:35,DTAA/VMA0051,PC-1950,Connect
{A2F6-E6CN83VG-8203NBLU},08/17/2010 09:52:42,DTAA/AZC0030,PC-4724,Connect
{X4W4-Y6VN18MM-6403ILFP},08/17/2010 10:04:25,DTAA/SKW0871,PC-1529,Disconnect
{N6K4-H9PD47MJ-3548OYHN},08/17/2010 10:09:28,DTAA/LID0942,PC-3769,Connect
{R5Q4-Z7AP17QG-7525AVXH},08/17/2010 10:12:10,DTAA/VFP0669,PC-1717,Connect
{M8D6-Q8HF92HT-5891DECV},08/17/2010 10:16:55,DTAA/PXB0069,PC-1972,Connect
{S3Y0-V2CP38DZ-5308KGDR},08/17/2010 10:18:06,DTAA/OYR0801,PC-0088,Connect
{Z6L3-F3GJ20SO-9106XPXV},08/17/2010 10:22:18,DTAA/AMA0191,PC-4736,Disconnect
{U6H1-D0KC48TZ-6552QPPQ},08/17/2010 10:24:47,DTAA/MCM0346,PC-2974,Disconnect
{P0U4-V1IG51RO-6091ITKL},08/17/2010 10:29:36,DTAA/FUA0154,PC-1985,Connect
{J8T4-O9ZE35DC-4784PJPG},08/17/2010 10:32:16,DTAA/MJM0228,PC-2127,Connect
{V2W3-Q3KN32XT-9152BYUE},08/17/2010 10:33:52,DTAA/KSB0673,PC-0847,Disconnect
{R3F4-K5KD27VD-3391XAWI},08/17/2010 10:35:42,DTAA/QKR0651,PC-4881,Connect
{S9C9-N6GW79HX-7170YEGV},08/17/2010 10:41:09,DTAA/OYR0801,PC-0088,Disconnect
{Q0F3-A9OA79MN-2685MDGZ},08/17/2010 10:45:17,DTAA/DBF0903,PC-2783,Disconnect
{J5S2-T8PK52TB-5624GRYI},08/17/2010 10:57:02,DTAA/SCW0707,PC-1217,Disconnect
{F1M6-T6YN53IJ-5460JRKL},08/17/2010 11:04:09,DTAA/SJH0588,PC-2512,Disconnect
{J0E2-L4TE32OU-7899OSVH},08/17/2010 11:13:29,DTAA/LID0942,PC-3769,Disconnect
{Y2I6-H6YK20FN-0376CZRJ},08/17/2010 11:18:29,DTAA/EBP0037,PC-2088,Connect
{L2A5-P5FM16OP-0651LTDD},08/17/2010 11:21:51,DTAA/AFH0331,PC-0850,Connect
{N9N7-Q3SJ74ZO-0876UBGN},08/17/2010 11:31:14,DTAA/QKR0651,PC-4881,Disconnect
{B6Z2-Q7YA78FE-1992CPVH},08/17/2010 11:42:17,DTAA/MXM0838,PC-4983,Connect
{C0J0-U7ZT91QU-6894FCJI},08/17/2010 11:43:02,DTAA/ACH0803,PC-4334,Connect
{S5M0-B5ON68KP-0234BIIU},08/17/2010 11:54:53,DTAA/HCG0731,PC-4643,Connect
{H7Z0-Z7VA02DI-3844NPJV},08/17/2010 11:55:22,DTAA/FUA0154,PC-1985,Disconnect
{L4L1-B8TJ78YF-5550ZSKN},08/17/2010 11:56:22,DTAA/CVW0133,PC-0282,Connect
{Y0V2-O1OE28WI-2126QAQJ},08/17/2010 11:56:29,DTAA/ARM0416,PC-1249,Disconnect
{A2Q6-N9LM19JL-1846ZXTQ},08/17/2010 12:00:26,DTAA/CGM0343,PC-3039,Connect
{Z1G8-Z4RS37IE-6586VOJE},08/17/2010 12:03:16,DTAA/ABB0272,PC-0726,Connect
{L7C4-R7EH37BK-1471JSEL},08/17/2010 12:03:38,DTAA/ABB0272,PC-0726,Disconnect
{C2L8-U7IY85DY-1397WGCP},08/17/2010 12:07:04,DTAA/MZW0111,PC-0698,Connect
{A3Z3-I5QR23FN-5679GCGH},08/17/2010 12:12:38,DTAA/JAM0392,PC-0209,Connect
{Q2N9-N7XO01FM-9998XSXF},08/17/2010 12:13:26,DTAA/AFH0331,PC-0850,Disconnect
{H2H2-U3OU13WF-6739MVRZ},08/17/2010 12:18:23,DTAA/WDW0485,PC-3096,Connect
{F5I5-L0JX70PD-5321TWQN},08/17/2010 12:32:08,DTAA/EDH0146,PC-3973,Connect
{H9L6-V0VK28CC-5596ITPQ},08/17/2010 12:34:52,DTAA/GNH0394,PC-2161,Connect
{J9E5-K7PP71MY-5696KTMT},08/17/2010 12:38:10,DTAA/MQL0135,PC-4656,Connect
{I1U5-V0EH45KU-1689TJZV},08/17/2010 12:39:46,DTAA/PUH0847,PC-2550,Disconnect
{K9A0-S3YO05II-8968CVUY},08/17/2010 12:43:29,DTAA/ARK0026,PC-2707,Connect
{R4I0-B5WE77EN-0258JMRV},08/17/2010 12:44:55,DTAA/JJR0278,PC-1005,Disconnect
{N1N6-R4TH34DO-0398QAIM},08/17/2010 12:48:03,DTAA/SOM0478,PC-3348,Connect
{H0M3-Y0DL99TE-6999ACWQ},08/17/2010 12:52:13,DTAA/MIC0914,PC-3326,Connect
{X4T1-B7SX50IT-3933QIDP},08/17/2010 12:52:56,DTAA/SOM0478,PC-3348,Disconnect
{V9C1-Q4YK09CD-0480YMGH},08/17/2010 12:56:22,DTAA/SAH0192,PC-4079,Connect
{X9R9-T8EA28DN-6434RQFR},08/17/2010 12:57:08,DTAA/BGF0236,PC-1848,Connect
{R7N2-D7EU71QM-6136JWBO},08/17/2010 12:58:30,DTAA/EBP0037,PC-2088,Disconnect
{R8D7-Y5BU56DE-2150YOVT},08/17/2010 13:00:52,DTAA/ARK0026,PC-2707,Disconnect
{Y2T2-H0RO11IH-3071KIJW},08/17/2010 13:04:26,DTAA/RME0699,PC-2049,Connect
{P8G3-F9NC49ST-4908KZCL},08/17/2010 13:04:59,DTAA/JAM0392,PC-0209,Disconnect
{A8T0-B5VT46RK-3403BSZR},08/17/2010 13:06:52,DTAA/MVW0630,PC-2005,Connect
{G2I3-D3OT96QX-2329WAXJ},08/17/2010 13:11:55,DTAA/MXM0838,PC-4983,Disconnect
{I0Y7-J8OI52JW-3487XYPW},08/17/2010 13:16:15,DTAA/HDR0823,PC-3236,Connect
{J7K8-W5IX82UM-2720WHRL},08/17/2010 13:18:15,DTAA/WOT0549,PC-0304,Connect
{H9J2-E6CW09TV-7726GESK},08/17/2010 13:19:26,DTAA/CGM0343,PC-3039,Disconnect
{Q3S6-U5OG94XP-1978AIWH},08/17/2010 13:23:47,DTAA/MVW0630,PC-2005,Disconnect
{X3A3-C6ZZ08DI-1001FDVF},08/17/2010 13:26:37,DTAA/WMJ0364,PC-4532,Disconnect
{W4A0-G8IN97GG-9019LOHE},08/17/2010 13:27:31,DTAA/WDW0485,PC-3096,Disconnect
{O0I7-T3ZH21AD-0150GUZN},08/17/2010 13:29:17,DTAA/VFP0669,PC-1717,Disconnect
{B4G6-X3NX22OR-3928AWAP},08/17/2010 13:32:02,DTAA/LCG0546,PC-0030,Connect
{I5T2-A8JD40CH-1836ANJF},08/17/2010 13:36:23,DTAA/SLC0778,PC-3199,Disconnect
{Y5H5-W6AL33MB-8198KGMT},08/17/2010 13:41:03,DTAA/RME0699,PC-2049,Disconnect
{X3M4-W1PA53IB-6300HOSW},08/17/2010 13:41:06,DTAA/MJM0469,PC-1592,Connect
{C3B3-Q0YG91ZN-1823KUCQ},08/17/2010 13:42:49,DTAA/AZC0030,PC-4724,Disconnect
{N0E6-I7SK20WO-8365AFQT},08/17/2010 13:44:26,DTAA/BJC0569,PC-2588,Connect
{I3X0-L9QW60ZC-2784HMGF},08/17/2010 13:44:32,DTAA/MQL0135,PC-4656,Disconnect
{J0V5-I4DG25JT-9338EOIE},08/17/2010 13:44:52,DTAA/CCG0876,PC-3910,Connect
{P3P8-U7EK07TM-0490PUNM},08/17/2010 13:48:39,DTAA/NNB0443,PC-4625,Connect
{L4U1-G0TZ21FH-3818OLKX},08/17/2010 13:49:19,DTAA/DCC0600,PC-4072,Disconnect
{G8I0-J2OS51UM-0603OGAY},08/17/2010 13:49:26,DTAA/RES0962,PC-3736,Disconnect
{M8G3-E4XJ37ZK-2319LUZN},08/17/2010 13:52:38,DTAA/JSB0493,PC-2493,Connect
{T1M9-F5VT51SX-3714JNBM},08/17/2010 13:56:03,DTAA/MZW0111,PC-0698,Disconnect
{R5K8-G6QT61BM-2828ZLCR},08/17/2010 13:56:21,DTAA/MIK0034,PC-0845,Disconnect
{K5M5-C9CP68BL-8470NYQD},08/17/2010 13:58:13,DTAA/KKW0676,PC-4445,Connect
{Q7Q4-Z0YR23YG-7765ZHWZ},08/17/2010 13:59:07,DTAA/OJH0425,PC-1730,Connect
{K1S3-R0XR70KM-8207XQQO},08/17/2010 14:00:18,DTAA/IRC0991,PC-1118,Connect
{M0Y8-U1LR47NU-9612CFEL},08/17/2010 14:01:27,DTAA/LCG0546,PC-0030,Disconnect
{N6O8-J7UW79MN-9024TPVW},08/17/2010 14:05:34,DTAA/SPK0818,PC-1938,Connect
{I2T6-L0QL64LY-3865MWIN},08/17/2010 14:12:21,DTAA/XKR0971,PC-1355,Connect
{W6A2-T4XN17SW-1731KEPK},08/17/2010 14:22:45,DTAA/BGF0236,PC-1848,Disconnect
{Y5X9-Z3NV99GR-3102ECQH},08/17/2010 14:23:28,DTAA/CAC0854,PC-0303,Connect
{K6Z9-B9ZF96UL-6305EFQG},08/17/2010 14:26:00,DTAA/AIB0797,PC-4147,Connect
{L7M9-V1PT72HO-0817SARF},08/17/2010 14:26:48,DTAA/ZKH0388,PC-1021,Connect
{D4U3-U4VD14VT-3403NDLD},08/17/2010 14:29:01,DTAA/ZKH0388,PC-1021,Disconnect
{L1O8-T3NG28GN-5069FJYQ},08/17/2010 14:34:44,DTAA/MMH0612,PC-2886,Disconnect
{O5C5-G8JV97ZE-5199XRRQ},08/17/2010 14:36:02,DTAA/JLM0053,PC-1334,Connect
{A5N6-F4MU40LG-6210VCNM},08/17/2010 14:39:56,DTAA/WOT0549,PC-0304,Disconnect
{D4P4-R6ED67NT-4778IFSU},08/17/2010 14:41:31,DTAA/MMF0289,PC-1734,Connect
{B4K9-L6EZ00NG-9440RHLN},08/17/2010 14:43:19,DTAA/CJW0317,PC-1900,Connect
{D8G3-I8DX53KQ-3447RPMX},08/17/2010 14:47:27,DTAA/VMA0051,PC-1950,Disconnect
{S5B4-R0KY63XO-4686ZXIW},08/17/2010 14:48:20,DTAA/SHR0025,PC-0288,Connect
{F7N9-U2YU54UC-5420STHH},08/17/2010 14:53:22,DTAA/IKH0904,PC-3664,Connect
